Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Central Europe and the Baltics,CEB,..,3.956858383,3.215752783,4.026322092,2.75319275,5.101273967,4.946400183,3.908521817,-3.41747604,6.433398707,4.247073127,0.511703045
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Early-demographic dividend,EAR,5.450673228,4.428178266,4.120782579,4.413613006,4.419664097,4.632867878,3.840209667,2.402270911,-4.368287739,7.621364417,5.582759728,4.043778513
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,East Asia & Pacific,EAS,5.06745285,5.396241428,4.758704284,4.728386041,4.659079892,5.053174482,4.759154814,3.960221914,-0.144692822,6.221136264,2.88602958,4.095178604
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,East Asia & Pacific (excluding high income),EAP,5.151774579,7.646578086,6.984331944,6.70715877,6.564711869,6.707696403,6.524991751,5.7818918,1.246926838,7.603749708,3.413617869,5.068522137
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,East Asia & Pacific (IDA & IBRD countries),TEA,5.151084432,7.645687238,6.984349737,6.707200956,6.56457371,6.70740565,6.524842607,5.781820856,1.246781819,7.603419691,3.413565509,5.068445549
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Euro area,EMU,3.603655408,3.861178194,1.398278513,2.054408868,1.865786321,2.62860957,1.78893526,1.59042607,-6.11006917,5.963336416,3.426121239,0.446837046
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Europe & Central Asia,ECS,2.293723366,4.35525178,1.926600373,2.058147045,1.899821631,2.908722502,2.13444056,1.80525623,-5.462443712,6.523851921,3.157498664,0.964032942
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Europe & Central Asia (excluding high income),ECA,2.757344054,6.778814739,3.372913244,3.587552293,2.785334136,5.821470379,3.513492106,2.247224928,0.321073682,9.000365103,3.077615681,4.606589529
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Europe & Central Asia (IDA & IBRD countries),TEC,-1.45649572,7.359705758,2.337771273,1.488157234,1.852506463,4.292532146,3.694719368,2.65714284,-1.462895369,7.386468165,1.767977505,3.444980206
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,European Union,EUU,3.305009352,3.900525156,1.600652502,2.309377745,1.972307776,2.844765369,2.06690197,1.805311971,-5.6528569,6.008729292,3.478653735,0.450652378
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Fragile and conflict affected situations,FCS,5.165969054,5.463854139,2.096288359,1.070537609,2.167155583,2.543334726,2.720158471,2.523498857,-6.353386361,4.568994232,1.463396967,1.633343996
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Heavily indebted poor countries (HIPC),HPC,-1.063160959,2.888998207,5.845892406,4.816187111,4.442968382,5.003473478,4.193276927,4.420985717,0.236251144,4.195132478,4.796360999,4.41181393
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,High income,HIC,2.682735064,4.259076223,2.141768165,2.325526275,1.833040909,2.47631841,2.369994444,1.845827065,-3.914669261,5.584368156,2.641586105,1.644160342
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,IBRD only,IBD,1.945933084,5.891569519,4.792720339,4.404530948,4.55662192,5.241650355,4.935665423,3.98398106,-1.40120443,7.628482966,3.601688625,4.447556758
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,IDA & IBRD total,IBT,2.1233912,5.724715372,4.846308684,4.32675343,4.454964519,5.14241842,4.89001452,3.979119056,-1.355435011,7.386659265,3.653546061,4.363221195
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,IDA blend,IDB,6.512686934,3.785198516,5.607324951,3.740471004,2.087329773,2.555791797,3.84829204,2.770731357,-1.415742918,5.164294109,4.215491032,2.526256901
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,IDA only,IDX,1.082382973,4.075642691,5.363320007,3.092224012,4.359519293,5.256098768,4.777502698,4.965264186,-0.23784529,3.789182498,4.395917127,3.998148258
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,IDA total,IDA,3.867336031,3.935272376,5.4825506,3.40935816,3.24436381,3.945681821,4.332600772,3.919409107,-0.792994535,4.433211437,4.310298531,3.296311085
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Late-demographic dividend,LTE,0.220667895,6.983208323,5.225645262,4.699859913,4.4722485,5.304013965,5.424171409,4.650998891,0.199854475,7.449584002,3.177512741,4.189950212
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Latin America & Caribbean,LCN,-0.378314422,3.609968867,1.336538436,0.407853688,-0.334793598,1.889825233,1.571706298,0.718740959,-6.649245673,6.996791927,3.987930947,2.153083954
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Latin America & Caribbean (excluding high income),LAC,-0.468439358,3.621212847,1.295885987,0.292573684,-0.483657125,2.017471619,1.565340777,0.665471963,-6.542686148,6.814466462,3.877052645,2.151256544
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Latin America & the Caribbean (IDA & IBRD countries),TLA,-0.245684343,3.583625152,1.398305551,0.366253546,-0.336265483,1.991241006,1.67447249,0.717567356,-6.566986284,7.200832128,4.007587993,2.180328956
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Least developed countries: UN classification,LDC,0.026744341,4.347244038,5.615400548,2.683764303,3.674366914,4.478174656,4.557900801,5.006065947,-0.06707583,2.772175535,4.630417956,3.71887839
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Low & middle income,LMY,3.131704504,5.531175786,5.157931764,4.736742822,4.761435287,5.339994361,4.990183316,4.085397652,-1.189686678,7.424545926,3.849025192,4.519073209
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Low income,LIC,-2.76313982,3.202703596,4.390795715,-0.569703594,2.023147228,3.038697218,3.416135893,4.233606104,0.344386863,2.069746686,3.736941965,3.005654742
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lower middle income,LMC,5.120127452,4.206035507,6.112484282,5.933648596,5.692524361,5.457190539,5.438936722,4.056323163,-3.585309431,6.651350609,5.822306681,5.291647256
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Middle East & North Africa,MEA,10.27037873,6.764847901,2.832882412,2.690417306,4.359753776,1.957243597,2.262259344,1.378349639,-4.023299372,5.572890856,5.748362666,1.780039753
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Middle East & North Africa (excluding high income),MNA,10.94076888,6.033060142,1.825619968,0.722279033,5.40129283,3.121956371,1.817793764,1.11267383,-4.402837909,6.221257688,4.41129157,2.727094357
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Middle East & North Africa (IDA & IBRD countries),TMN,10.94076888,6.167476385,1.844591795,0.694157745,5.367841545,3.138946938,1.82359039,1.11023485,-4.335204818,6.214089095,4.414321615,2.802812772
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Middle income,MIC,3.256126071,5.578586209,5.170964721,4.826225858,4.805234352,5.375826617,5.014148382,4.083175498,-1.212720962,7.506216158,3.85059249,4.539564994
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,North America,NAC,1.74443651,4.161970417,2.549447137,2.761104558,1.757413592,2.502844962,2.947893142,2.422733377,-2.434355246,5.761285546,2.078673679,2.429616697
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,OECD members,OED,2.938966288,4.092962915,2.17654278,2.502074362,1.851356326,2.586105473,2.34382864,1.799437322,-3.953348559,5.714652061,2.778351222,1.666535386
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Other small states,OSS,4.942706631,7.02144576,2.4151862,3.364947877,3.891208425,4.763308195,3.970882187,4.064198821,-5.717291903,6.58600635,4.540168378,2.479947458
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Pacific island small states,PSS,3.776179426,-1.688679901,3.6242973,3.779157081,3.780607336,4.005501791,2.763180129,1.214500228,-10.25306854,-2.867965543,9.308397154,5.75845168
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Post-demographic dividend,PST,2.707214776,4.034973041,2.011471875,2.224385159,1.797926537,2.465086502,2.250565755,1.768605509,-4.123748814,5.446238205,2.413232956,1.689320846
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Pre-demographic dividend,PRE,8.337088674,5.575362055,5.098897324,3.276681187,2.398325506,1.615283662,2.587363141,3.30796457,-2.561256114,3.15426,4.140597246,2.36676205
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Small states,SST,3.16522754,5.823206766,2.351877792,2.902177846,3.281514278,4.242858233,3.732972792,3.425488511,-6.488768199,6.786514577,7.685584097,4.530624568
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,South Asia,SAS,5.396915261,4.112449812,6.847837891,7.251561624,7.776235507,6.502640993,6.334693554,3.92432284,-4.582693129,8.76382055,6.312211692,6.35285494
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,South Asia (IDA & IBRD),TSA,5.396915261,4.112449812,6.847837891,7.251561624,7.776235507,6.502640993,6.334693554,3.92432284,-4.582693129,8.76382055,6.312211692,6.35285494
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sub-Saharan Africa,SSF,2.354102752,3.478123727,4.87076022,2.920373883,1.242037176,2.484283288,2.754967058,2.65974505,-1.966894827,4.264936892,3.660562423,2.955095532
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sub-Saharan Africa (excluding high income),SSA,2.349520924,3.477204286,4.87142051,2.915508052,1.232693485,2.480030065,2.752797686,2.656849952,-1.956707135,4.268420913,3.650321496,2.954888115
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sub-Saharan Africa (IDA & IBRD countries),TSS,2.354102752,3.478123727,4.87076022,2.920373883,1.242037176,2.484283288,2.754967058,2.65974505,-1.966894827,4.264936892,3.660562423,2.955095532
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Upper middle income,UMC,2.714026,5.956787058,4.935373401,4.546013073,4.577742128,5.354743353,4.903968916,4.090175839,-0.594393798,7.722301874,3.357154093,4.346249275
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,World,WLD,2.764541122,4.531094789,3.12386991,3.126135588,2.820557285,3.460239118,3.286612988,2.642216435,-2.932043344,6.259851284,3.089607464,2.719333366
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Albania,ALB,..,..,..,..,0.8,0.7,0.3,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Algeria,DZA,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Angola,AGO,..,..,..,..,..,..,47.2,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Argentina,ARG,..,..,0.6,..,0.7,0.6,1.1,1.1,1.2,0.9,0.6,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Armenia,ARM,..,..,1.5,1.2,1.1,0.8,1.3,1,0.4,0.5,0.8,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Australia,AUS,..,..,2.6,..,2,..,2.2,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Austria,AUT,..,..,0.2,0.7,0.7,0.3,0.6,0.7,0.8,0.7,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Bangladesh,BGD,..,..,..,..,20.5,..,..,..,..,..,5.9,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Belarus,BLR,..,..,7.4,..,..,5,4.3,3.2,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Belgium,BEL,..,..,1.2,2.1,2.2,2.2,0.7,0.8,0.7,0.8,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Benin,BEN,..,..,..,72.2,..,..,53.3,..,..,45.4,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Bhutan,BTN,..,..,..,..,..,3.3,..,..,..,..,1.3,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Bolivia,BOL,..,..,10.8,10.2,11.4,9.6,8.6,5.6,6.6,4.5,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Botswana,BWA,..,..,..,20.8,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Brazil,BRA,..,..,..,..,5.7,6.2,6,6.1,..,..,4.1,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Bulgaria,BGR,..,..,2.5,4,2.7,2,1.5,1.4,0.8,1.3,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Burkina Faso,BFA,..,..,73,..,..,..,60.5,..,..,53,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Burundi,BDI,..,..,..,..,..,..,..,..,76.7,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Cabo Verde,CPV,..,..,..,7.6,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Cameroon,CMR,..,..,37.5,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Chad,TCD,..,..,..,..,..,..,79.3,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Chile,CHL,..,..,..,0.5,..,0.4,..,..,1.8,..,0.5,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Colombia,COL,..,..,6.4,5.8,5.6,5,5.1,5.9,7.8,7.7,6.5,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Comoros,COM,..,..,26.3,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Costa Rica,CRI,..,..,1.8,1.9,1.7,1.4,1.7,1.2,2.3,1.3,1,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Cote d'Ivoire,CIV,..,..,..,52.4,..,..,37.3,..,..,29.2,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Croatia,HRV,..,..,1.2,0.9,1,0.8,0.7,0.6,0.5,0.5,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Cyprus,CYP,..,..,1.6,1.6,1.5,1.4,1.3,1.2,1.1,0.9,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Czechia,CZE,..,..,0.1,0,0,0.1,0,0,0,0.1,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Denmark,DNK,..,..,2.3,1.4,0.9,0.9,0.9,0.9,1.2,0.9,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Djibouti,DJI,..,..,..,..,..,29.3,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Dominican Republic,DOM,..,..,5.1,4.1,3.5,2.8,2.4,2.4,2.9,1.8,2,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Ecuador,ECU,..,..,3.2,4,4.2,3.7,3.8,4.2,7.1,4.3,4,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,"Egypt, Arab Rep.",EGY,..,..,..,2.6,..,3.5,..,2.3,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,El Salvador,SLV,..,..,8,6.7,6.6,6.1,5.1,4.4,..,6.3,5.5,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Estonia,EST,..,..,1.1,0.9,0.7,0.5,0.5,0.8,0.6,0.5,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Eswatini,SWZ,..,..,..,..,40.8,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Ethiopia,ETH,..,..,..,72.7,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Fiji,FJI,..,..,..,..,..,..,..,1.6,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Finland,FIN,..,..,1,0.9,1.4,1.6,1.1,1,1.4,1.5,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,France,FRA,..,..,1.1,1.3,1.8,1.6,1.7,0.9,1.3,1.6,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Gabon,GAB,..,..,..,..,..,8.4,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,"Gambia, The",GMB,..,..,..,18.3,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Georgia,GEO,..,..,6.1,4.9,5,6.3,5.6,4.8,5.8,5.5,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Germany,DEU,..,..,0.3,0.1,..,0.2,0.2,0.2,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Ghana,GHA,..,..,..,..,32.8,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Greece,GRC,..,..,4.3,4.1,3.8,2.9,2.4,3,3.6,2.7,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Grenada,GRD,..,..,..,..,..,..,0.7,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Guatemala,GTM,..,..,22.2,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Guinea,GIN,..,..,..,..,..,..,51.7,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Guinea-Bissau,GNB,..,..,..,..,..,..,46.1,..,..,47.3,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Honduras,HND,..,..,18.7,17.1,17.8,16.9,17,14.8,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Hungary,HUN,..,..,0.7,1,2.2,0.7,0.4,0.4,0.5,0.6,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Iceland,ISL,..,..,0.3,0.2,0.3,0.2,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,India,IND,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Indonesia,IDN,..,..,..,10.2,9.2,8,6.7,5.1,4.6,4.1,3,2.3
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,"Iran, Islamic Rep.",IRN,..,..,0.9,0.9,0.9,0.5,0.8,0.8,0.9,0.8,0.5,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Ireland,IRL,..,..,1,1.1,0.8,0.6,0.7,0.4,0.4,16.1,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Israel,ISR,..,..,0.4,0.4,0.2,1.2,1.1,0.6,0.5,0.3,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Italy,ITA,..,..,2.7,3.8,3.1,2.9,2.9,2.5,2.4,2.5,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Jamaica,JAM,..,..,..,..,..,..,0.3,..,..,0.7,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Jordan,JOR,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Kazakhstan,KAZ,..,..,0,0,0.1,0,0,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Kenya,KEN,..,..,..,45.4,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Kiribati,KIR,..,..,..,..,..,..,..,5.6,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,"Korea, Rep.",KOR,..,..,0.3,..,0.1,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Kosovo,XKX,..,..,..,..,1,0.8,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Kyrgyz Republic,KGZ,..,..,..,2.7,1.5,1.3,0.7,0.8,1.3,0.7,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Lao PDR,LAO,..,..,..,..,..,..,10.9,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Latvia,LVA,..,..,1.3,1.2,1.3,1.2,0.9,0.6,0.8,1,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Lesotho,LSO,..,..,..,..,..,40.7,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Liberia,LBR,..,..,55.5,..,56.6,..,..,..,..,..,..,..
Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..
